,full_name,pac,sho,pas,dri,def,phy,overall
7962,Dirk Orlishausen,65,66,61,66,32,70,67
7963,Luca Paganini,74,52,65,69,19,54,67
7964,Kane Hemmings,72,66,48,63,23,64,67
7965,Iñaki Sáenz Arenzana,77,54,63,66,61,77,67
7966,Roberto Crivello,71,35,50,58,66,63,67
7967,Reuven Niemeijer,70,60,63,67,45,55,67
7968,Isaac Sackey,53,59,57,62,65,79,67
7969,Javier Cabrera,80,57,64,68,35,53,67
7970,Emil Audero,72,64,60,76,52,60,67
7971,Łukasz Załuska,62,66,67,65,47,68,67
7972,Nathan Byrne,86,51,60,67,60,63,67
7973,Seon Min Moon,79,56,60,71,24,52,67
7974,Pierre Kunde Malong,71,62,60,66,57,68,67
7975,Tae Hwan Kim,90,53,61,75,60,70,67
7976,Ronny Philp,76,41,59,66,64,70,67
7977,Kris Doolan,69,65,46,65,25,66,67
7978,Juan Domínguez,73,47,67,69,64,70,67
7979,Maximilian Mittelstädt,74,43,61,67,63,59,67
7980,Duván Vergara,72,63,54,69,22,66,67
7981,Thilo Leugers,67,52,63,64,63,68,67
7982,Yuji Nakazawa,32,41,61,48,67,62,67
7983,Gianni Munari,35,66,66,63,62,80,67
7984,Santiago Canildo,62,47,51,51,65,72,67
7985,Masahiko Inoha,54,45,55,49,63,76,67
7986,Seung Gi Lee,72,62,69,66,52,65,67
7987,Benjamin Uphoff,65,65,67,69,38,65,67
7988,Gjermund Åsen,60,66,66,68,51,67,67
7989,Brad Evans,63,65,66,65,66,66,67
7990,Lloyd Isgrove,87,51,58,69,33,60,67
7991,Matt Lampson,67,66,68,69,45,67,67
7992,Sokratis Dioudis,68,70,62,70,43,61,67
7993,Moussa Niakhaté,67,37,57,62,65,75,67
7994,Melvin Luan Regalo Sousa,65,60,63,67,27,62,67
7995,Lucas Akins,79,67,57,67,47,74,67
7996,Matt Taylor,46,67,71,67,62,73,67
7997,Simon Brandstetter,77,63,50,62,24,73,67
7998,Glenn Claes,66,65,65,68,56,64,67
7999,José Valencia,69,63,42,66,23,73,67
8000,Ralf Seuntjens,44,65,56,55,42,74,67
8001,Ryō Miyaichi,92,54,56,74,25,33,67
8002,Christian Bickel,73,62,64,68,29,58,67
8003,Lucas Galvão,75,49,59,64,66,70,67
8004,Jørgen Horn,69,29,51,41,63,75,67
8005,Pedro Márcio Rocha Rosa,72,62,60,74,36,64,67
8006,Álejandro Gallar Falguero,69,67,67,67,30,59,67
8007,Saeed Al Muwallad,78,54,60,62,62,72,67
8008,Romain Habran,87,59,60,69,41,70,67
8009,Wilson Allan Rosan Dourado,72,56,68,72,32,58,67
8010,Vito van Crooij,78,63,62,70,30,63,67
8011,Cyriaque Louvion,38,47,57,44,65,77,67
8012,Antonio Zito,79,55,65,70,50,77,67
8013,Terrence Boyd,52,69,44,57,30,72,67
8014,Fawaz Al Qarni,67,63,66,70,44,66,67
8015,Ander Bardají Maiza,70,68,61,67,54,58,67
8016,Boubacar Barry,72,54,62,72,39,48,67
8017,Jérémy Vachoux,69,63,65,69,44,66,67
8018,Dario Bergamelli,62,35,45,48,66,73,67
8019,Philipp Huspek,88,59,59,70,26,57,67
8020,Bruno André Freitas Monteiro,61,57,63,67,58,65,67
8021,Mateusz Możdżeń,77,62,66,65,63,73,67
8022,Kenny Lala,77,39,56,64,62,67,67
8023,David Valencia,56,26,39,37,67,70,67
8024,Mauricio Carrasco,78,64,65,67,21,56,67
8025,Maximilian Hofmann,67,39,49,47,68,67,67
8026,Gilberto García,75,61,70,68,59,75,67
8027,Jared Watts,58,51,59,59,66,68,67
8028,Enzo Acorada,60,46,58,55,67,67,67
8029,Joe Skarz,67,36,57,58,66,72,67
8030,Ricardo Abel Barbosa Ferreira,68,66,61,68,42,65,67
8031,Maximilian Sax,74,57,62,67,24,62,67
8032,Lawrence Olum,50,49,54,53,65,76,67
8033,Kauã Ricardo Zanon Bardini,67,45,49,61,68,58,67
8034,Dersan Jaime Dinis Abravanel,78,55,58,68,55,68,67
8035,Aurélio Gabriel Ulineia Buta,83,50,47,68,61,59,67
8036,Antoine Devaux,47,62,69,65,61,70,67
8037,Josh Meekings,75,32,39,50,66,76,67
8038,Adrian Popa,80,59,63,70,44,63,67
8039,Woo Jae Jeong,73,61,60,68,63,65,67
8040,Anri Khagush,69,33,59,64,64,69,67
8041,Samuel Grandsir,82,57,66,67,44,59,67
8042,Bozhidar Mitrev,60,69,73,68,20,66,67
8043,Bartholomew Ogbeche,61,69,52,62,30,71,67
8044,Raffaele Maiello,72,58,65,70,49,65,67
8045,Michel Breuer,31,39,51,41,67,67,67
8046,Anders Jacobsen,82,65,52,68,24,57,67
8047,Mattia Aramu,74,58,65,73,35,57,67
8048,Lorenzo Dickmann,72,38,52,62,66,61,67
8049,Thomas Agyepong,90,50,59,70,34,60,67
8050,Kristian Pedersen,66,36,55,61,64,76,67
8051,Luis Pérez Maqueda,81,40,56,65,64,64,67
8052,Manuel Konrad,64,56,57,56,67,78,67
8053,Cristian Borja,87,48,60,66,60,65,67
8054,Gabriel Iancu,70,65,68,66,40,63,67
8055,Łukasz Piątek,50,66,66,67,60,71,67
8056,Reeve Frosler,73,40,60,67,65,57,67
8057,Cezary Wilk,59,58,65,58,63,69,67
8058,Sander Fischer,52,36,47,55,66,74,67
8059,Koray Altınay,79,50,60,68,64,70,67
8060,Danilo Ortiz,55,27,31,43,68,71,67
8061,Junior Sambia,79,67,68,72,60,65,67
8062,Steffen Hofmann,46,64,71,68,46,58,67
8063,Mustapha Carayol,85,60,57,72,17,57,67
8064,Thomas Meißner,46,38,44,48,65,74,67
8065,Chris Philipps,54,35,56,60,66,71,67
8066,Adil Auassar,41,64,66,60,62,80,67
8067,Christian Ramos,65,44,48,50,67,69,67
8068,Teal Bunbury,77,64,61,67,37,72,67
8069,Kristof D'Haene,73,57,63,71,60,57,67
8070,Hugo Álvarez Quintas,69,35,48,52,68,65,67
8071,Salvador Ichazo,68,63,67,71,45,62,67
8072,Kazuhiko Chiba,56,34,50,49,65,74,67
8073,Tommy Thelin,68,57,67,62,23,71,67
8074,Donervon Daniels,69,28,40,36,67,70,67
8075,Colin Doyle,68,66,58,68,32,65,67
8076,Francisco José Rodríguez Gaitán,68,46,55,62,67,48,67
8077,Tom Hiariej,71,57,67,67,62,69,67
8078,Nick Proschwitz,47,67,52,55,24,79,67
8079,Juan Pablo Nieto,68,61,70,68,35,59,67
8080,Carlos Fernández Luna,59,68,41,63,29,63,67
8081,Johnny Adánguiz,56,70,65,68,62,74,67
8082,Kai Gehring,59,25,41,45,64,79,67
8083,Marco Chiosa,72,17,43,58,68,67,67
8084,Jake Bidwell,69,43,65,62,65,68,67
8085,Craig Conway,67,63,67,69,46,64,67
8086,Adrián Ripa Cruz,75,40,63,62,63,66,67
8087,Miguel Medina,85,58,64,71,22,52,67
8088,Goran Karačić,70,70,64,69,32,60,67
8089,Vinícius Freitas Ribeiro,72,55,60,69,65,65,67
8090,Melitón Hernández,69,65,68,68,25,67,67
8091,Daniel Hägele,67,59,63,65,60,79,67
8092,Xavier Báez,63,60,65,64,61,67,67
8093,Andreas Hofmann,58,42,57,58,65,76,67
8094,Sylvain Gbohouo,66,65,70,68,41,65,67
8095,Pablo Mina,71,68,62,72,43,58,67
8096,José Emeirson de Almeida,74,59,65,64,35,43,67
8097,Javier Hernández González,70,67,67,67,36,54,67
8098,Wan Gyu Gwon,80,30,56,62,66,65,67
8099,Håkon Skogseid,75,48,59,59,64,72,67
8100,Fabrício Sandro Arnoia Sepa,80,64,52,69,23,58,67
8101,Joël Mall,69,63,61,74,45,63,67
8102,Michaël Jordan Nkololo,81,65,59,68,25,47,67
8103,Ventura Alvarado,66,41,57,58,65,72,67
8104,Alexandr Putsko,52,44,48,40,66,73,67
8105,Danilson da Cruz,59,56,56,50,66,80,67
8106,Mark Little,84,35,57,65,61,69,67
8107,Nemanja Mitrović,60,30,42,41,66,75,67
8108,Jonathan de Lima Reis,67,68,59,66,25,54,67
8109,Massimiliano Busellato,76,52,64,69,60,72,67
8110,Sultan Al Duayyi,69,44,53,60,64,77,67
8111,Rafał Kurzawa,56,62,71,68,59,55,67
8112,Christian Groß,66,55,59,64,64,72,67
8113,Diego Morales,70,56,66,69,30,54,67
8114,Eliser Quiñones,83,68,59,64,21,75,67
8115,Osmar Mares,75,59,67,67,63,65,67
8116,Arvydas Novikovas,90,63,60,68,22,60,67
8117,Daniel Steres,57,27,52,49,65,71,67
8118,Eelco Hurtados,55,39,60,42,70,67,67
8119,Ilias Alhaft,78,61,57,74,25,61,67
8120,Brian Easton,67,17,56,60,65,77,67
8121,Andy Boyle,58,37,51,50,66,76,67
8122,Jakub Czerwiński,60,32,34,37,66,76,67
8123,Juan Camilo Roa,64,43,61,64,66,64,67
8124,Leandro Díaz,63,58,64,65,61,66,67
8125,Nicky Law,72,55,62,66,47,69,67
8126,Rodolfo Vilchis,81,60,56,74,26,59,67
8127,Kevin Escamilla,63,55,63,54,64,68,67
8128,Lukas Raeder,69,64,70,71,32,61,67
8129,Juan Arboleda,77,37,61,62,63,72,67
8130,José Ángel Carrillo Casamayor,69,72,54,63,23,49,67
8131,Darwin Soldiez,71,56,67,66,50,52,67
8132,Antonino Barillà,88,65,66,66,61,77,67
8133,Patrick Weihrauch,76,61,59,72,42,53,67
8134,Michał Nalepa,49,44,45,59,64,77,67
8135,Luka Stojanović,61,68,61,64,54,74,67
8136,Jonathan Gradit,69,26,57,60,65,77,67
8137,Mattia Sprocati,74,54,65,70,20,55,67
8138,Leôncio Roger Vimieiro Madeira,57,61,60,60,68,60,67
8139,Klaus Gjasula,48,51,61,54,60,85,67
8140,Manuel Pérez,75,61,65,68,26,59,67
8141,Oleg Danchenko,81,44,57,62,64,60,67
8142,David Horst,43,22,48,39,64,80,67
8143,Artem Putivtsev,51,35,47,41,67,71,67
8144,Paul Huntington,43,32,38,32,67,76,67
8145,Diego Rafael Jiménez,74,65,56,66,29,65,67
8146,Anton Zabolotnyy,64,67,47,55,20,69,67
8147,Lucas Cavallini,71,65,47,60,27,75,67
8148,Juan Ignacio Sills,65,34,58,60,72,72,67
8149,Brian Mansilla,92,62,57,69,26,61,67
8150,Kyle McFadzean,50,37,41,45,65,79,67
8151,Anthony Moris,68,68,62,69,45,63,67
8152,Abdullah Ahmed Al Asta,80,63,64,68,60,69,67
8153,Edgar Hernández Marcé,58,70,55,61,30,64,67
8154,Siebe Blondelle,51,47,60,55,65,71,67
8155,Simen Søraunet Wangberg,56,39,50,45,65,75,67
8156,Cristian Tănase,69,66,66,68,48,64,67
8157,Javier Correa,64,67,44,63,26,71,67
8158,Marc Cardona Rovira,80,67,56,64,22,52,67
8159,Calum Woods,72,46,59,62,65,68,67
8160,Seb Hines,66,32,52,52,65,70,67
8161,Patrick Mortensen,55,66,50,59,27,73,67
8162,Alonso Escoboza,74,66,63,70,33,65,67
8163,Nicolás Mazzola,55,68,42,62,27,74,67
8164,Johan Venegas,72,66,64,68,38,69,67
8165,Nzuzi Toko,91,55,61,70,62,78,67
8166,Vicente Sánchez,65,66,66,68,27,46,67
8167,Jason Demetriou,77,51,62,64,61,72,67
8168,Si Woo Song,73,61,63,67,40,53,67
8169,Davide Gavazzi,72,63,66,67,52,68,67
8170,Ivan Lendrić,65,67,49,64,27,67,67
8171,Ivan Temnikov,74,64,63,68,63,55,67
8172,Salvatore Molina,76,48,64,72,35,64,67
8173,Christian Valdez,65,61,65,63,63,70,67
8174,Federico Fattori,69,54,65,67,60,66,67
8175,Muhamed Keita,81,65,60,69,28,60,67
8176,Sivert Heltne Nilsen,61,52,59,63,63,80,67
8177,Alvaro Safildo,65,60,63,67,27,62,67
8178,Daniel Haas,67,67,58,66,34,64,67
8179,Eboue Kouassi,67,46,58,61,61,71,67
8180,Seung Ho Paik,71,60,62,69,57,59,67
8181,Jean-Pierre Nsame,72,70,44,66,21,62,67
8182,Marvell Wynne,87,51,51,62,63,75,67
8183,Richard Sukuta-Pasu,72,64,53,62,33,80,67
8184,Seth Sinovic,63,34,62,63,66,65,67
8185,Bright Enobakhare,83,60,58,72,30,66,67
8186,Mike Vanhamel,66,67,64,70,41,62,67
8187,Enrique Bologna,68,67,53,70,45,66,67
8188,Rúnar Már Sigurjónsson,66,65,67,67,56,81,67
8189,Lautaro Rinaldi,72,64,55,67,23,71,67
8190,Dimitrios Konstantopoulos,67,65,62,63,34,69,67
8191,Onur Bulut,78,55,63,64,53,68,67
8192,Ramiro Sánchez,70,62,58,64,45,67,67
8193,Edson Manjedo,72,62,60,74,36,64,67
8194,Steven Anderson,34,20,49,54,65,73,67
8195,Jamie Ward,74,67,64,74,41,57,67
8196,Jukka Raitala,72,48,66,59,64,71,67
8197,Dennis Hediger,74,58,65,63,50,87,67
8198,Rasmus Festersen,81,66,59,67,46,68,67
8199,Sibusiso Khumalo,78,57,59,69,68,64,67
8200,Vullnet Basha,63,61,65,60,62,67,67
8201,Francesco Migliore,73,36,60,65,63,76,67
8202,Genta Miura,63,24,45,43,69,66,67
8203,Juan de Dios Prados López,67,41,60,59,63,73,67
8204,Nuno Caio Cedrim Feitosa,71,56,69,72,34,63,67
8205,Francesco Orlando,90,60,57,71,26,57,67
8206,Hakan Özmert,41,54,66,65,62,72,67
8207,Ian Henderson,64,67,63,70,30,67,67
8208,Daniel Jiménez López,71,64,60,69,52,65,67
8209,Lorenzo Laverone,85,50,67,67,57,75,67
8210,Louis Bostyn,72,66,58,65,36,66,67
8211,Alexis Zapata,76,61,63,70,33,63,67
8212,Luis Ruiz Sayago,73,34,51,61,65,66,67
8213,Fabrizio Angileri,72,58,61,67,37,67,67
8214,Gonzalo Prósperi,69,50,61,61,70,67,67
8215,Goran Paracki,65,50,60,64,63,73,67
8216,Grégory Bourillon,35,44,63,51,69,60,67
8217,Mateusz Zachara,72,61,45,64,37,63,67
8218,Nahuel Meriz,62,66,60,68,35,53,67
8219,Mattia Bani,58,15,29,50,68,74,67
8220,Alexer Romales,78,55,58,68,55,68,67
8221,Dario Del Fabro,68,35,38,52,68,67,67
8222,Pol García Tena,58,32,45,44,69,60,67
8223,Armando Cooper,78,57,65,73,60,67,67
8224,Abenego Tembeng,58,47,56,56,65,75,67
8225,Jérémie Bréchet,28,47,61,38,67,68,67
8226,Andrea Schiavone,64,49,67,67,57,71,67
8227,Danny Olsen,76,64,68,67,38,69,67
8228,Wilfrid Kaptoum,63,62,66,70,54,59,67
8229,Stefan Hierländer,69,60,63,70,51,61,67
8230,Edward Zenteno,59,21,29,35,73,64,67
8231,Pablo Becker,81,57,67,68,29,60,67
8232,Alexis Araujo,79,58,59,74,24,46,67
8233,Daniel Sundgren,75,36,56,59,64,74,67
8234,Alberto Ortiz Moreno,54,54,58,53,65,75,67
8235,Ben Coker,79,46,65,68,61,67,67
8236,Abdenasser El Khayati,71,66,60,70,31,64,67
8237,Wilfried Zahibo,58,48,56,61,65,82,67
8238,Alejandro Meleán,61,39,56,35,66,71,67
8239,Leonardo Da Silva Lopes,88,59,60,72,44,48,67
8240,Kyu Baek Choi,68,27,48,36,70,64,67
8241,Shaun MacDonald,60,58,63,67,64,71,67
8242,Hendrick Zuck,75,49,65,70,32,48,67
8243,Jérôme Mombris,75,27,51,60,65,66,67
8244,Miguel Ibarra,77,61,60,71,31,62,67
8245,Alan Eduardo Schons,66,61,65,66,66,68,67
8246,Luke Wilkshire,55,61,68,65,66,68,67
8247,Nadir Çiftçi,65,66,52,69,36,74,67
8248,Eddy Gnahoré,79,62,60,67,56,74,67
8249,Sékou Baradji,50,43,52,54,68,78,67
8250,Bart Vriends,53,32,44,47,66,76,67
8251,Leonardo Gatto,81,62,61,70,21,54,67
8252,Robert Lundström,84,51,61,64,59,67,67
8253,Damiano Zanon,71,42,59,61,62,62,67
8254,Josh Scowen,60,52,64,67,66,72,67
8255,Simone Andrea Ganz,74,66,53,64,25,58,67
8256,Tommy Redding,73,26,46,50,65,68,67
8257,Rodolfo Gaetaños,63,65,63,69,28,65,67
8258,Rafael García,59,31,38,48,67,72,67
8259,Thomas Enevoldsen,73,69,66,66,36,68,67
8260,Maximilian Sauer,76,38,58,67,63,59,67
8261,Christopher Handke,50,28,41,40,67,75,67
8262,Joeri Dequevy,75,63,59,72,30,50,67
8263,Gary Madine,62,65,48,59,32,80,67
8264,Kevin Kratz,59,61,69,68,61,63,67
8265,Joaquim Claude Gonçalves Araújo,71,39,58,65,64,67,67
8266,Gabriel dos S. Magalhães,62,34,41,43,68,70,67
8267,Giles Barnes,75,67,64,67,42,71,67
8268,Gernot Trauner,66,57,60,61,63,79,67
8269,Darnell Furlong,72,36,55,65,65,66,67
8270,Kingsley Ehizibue,83,62,60,65,63,75,67
8271,Joseph Aidoo,76,25,31,44,62,84,67
8272,Carlos Eduardo Bendini Giusti,65,33,42,51,66,79,67
8273,Sascha Burchert,63,65,65,68,45,67,67
8274,Walter Andrade,52,32,35,37,66,72,67
8275,Simone Iacoponi,80,32,40,52,66,69,67
8276,Sam Mantom,63,60,66,65,51,64,67
8277,Ferhat Öztorun,67,43,59,65,66,67,67
8278,Alessandro Iacobucci,67,63,65,70,43,64,67
8279,Florent Mollet,75,59,68,70,49,55,67
8280,Jaime Gómez,79,57,59,71,63,60,67
8281,Alexis Ibañado,74,59,65,64,35,43,67
8282,Antonaldo David Machado Chagas,82,57,55,73,42,63,67
8283,Mama Samba Baldé,76,50,56,66,64,73,67
8284,Kai Bülow,41,39,57,52,65,75,67
8285,Frédéric Brillant,35,33,48,42,67,69,67
8286,Thomas Murg,81,65,67,69,39,54,67
8287,Krzysztof Piątek,74,65,51,64,37,66,67
8288,Jose Antonio Urellano,80,64,52,69,23,58,67
8289,Kasim Adams Nuhu,65,43,48,48,65,78,67
8290,Lukáš Juliš,68,68,55,65,18,72,67
8291,Bjørn Paulsen,66,58,59,58,62,79,67
8292,Emre Nefiz,75,62,62,69,33,55,67
8293,Eren Tozlu,66,64,62,69,42,60,67
8294,Halil İbrahim Pehlivan,67,50,53,62,67,66,67
8295,Guto Ramón Costinho Ribeiro,65,55,60,73,50,54,67
8296,Krzysztof Sobieraj,39,39,54,40,65,70,67
8297,Emanuele Padella,51,24,41,45,67,70,67
8298,Shaun Barker,32,45,54,46,65,63,67
8299,Daniel Suárez Garcia,59,37,44,38,67,78,67
8300,Alexandr Budakov,66,64,63,68,40,67,67
8301,Dairin González,49,31,42,42,65,80,67
8302,Alexandr Krivoruchko,67,70,69,63,51,64,67
8303,Syarhey Balanovich,69,61,60,70,45,54,67
8304,Connor Mahoney,76,59,61,72,38,48,67
8305,Jeffry Fortes,80,46,58,63,66,76,67
8306,Vincente Filho Dourado Hermes,72,66,52,63,27,68,67
8307,Jannik Müller,66,34,47,49,67,71,67
8308,Marco Rossi,60,30,40,42,65,74,67
8309,Miguel Aires Fernandes Olivera,68,65,62,67,28,68,67
8310,Julian von Haacke,56,54,64,67,56,63,67
8311,Sven Michel,84,63,61,67,28,68,67
8312,Lasse Nielsen,45,31,40,37,67,71,67
8313,Milan Nitrianský,68,30,45,51,67,65,67
8314,Ignacio Pussetto,76,64,53,70,22,64,67
8315,Albian Ajeti,79,63,49,65,23,66,67
8316,Diego Aguirre Parra,81,50,62,72,47,49,67
8317,Gustavo Patrick Pastor Pombo,83,69,54,73,37,58,67
8318,Rey Manaj,65,62,49,65,21,62,67
8319,Sueliton Florêncio Nogueira,55,30,39,45,67,72,67
8320,Alejandro José Muñoz Miguel,71,35,56,55,66,68,67
8321,David Kinsombi,66,32,54,57,67,69,67
8322,Adam Armstrong,87,67,54,67,26,67,67
8323,Kamil Mazek,91,56,59,64,24,54,67
8324,Mateo Figoli,55,63,67,67,46,51,67
8325,Okan Aydın,83,60,58,74,35,44,67
8326,Felipe Augusto Rodrigues Pires,84,55,60,70,33,52,67
8327,Stephan Andersen,65,68,58,62,46,71,67
8328,Jordan Cousins,77,55,61,67,55,72,67
8329,Seung Beom Ko,68,60,63,66,55,73,67
8330,Tommy Spurr,65,53,58,58,65,71,67
8331,Adrián Gabbarini,62,63,74,63,46,76,67
8332,Özkan Yıldırım,66,58,62,77,34,51,67
8333,Robert Murić,79,61,60,76,27,61,67
8334,Abdelrafik Gérard,74,59,63,70,34,61,67
8335,Vladimir Kovačević,54,24,42,39,66,72,67
8336,Rubio Rubin,75,63,59,71,29,57,67
8337,Kris Boyd,49,69,57,58,21,71,67
8338,Sercan Sararer,77,66,60,71,38,58,67
8339,Luca Nizzetto,70,61,66,71,47,59,67
8340,Javier Salas,67,55,65,65,58,71,67
8341,Ramon Pascal Lundqvist,74,63,60,69,39,59,67
8342,Yuta Nakayama,76,38,53,61,66,69,67
8343,Patrik Eler,70,67,61,64,22,56,67
8344,Esteban Alvarado,70,60,65,71,52,64,67
8345,Arnold Otieno Origi,71,63,61,69,49,66,67
8346,Murray Wallace,54,26,43,52,66,73,67
8347,Jonathan Buatu Mananga,66,41,43,54,64,78,67
8348,Anastasios Chatzigiovanis,72,62,62,70,18,57,67
8349,Kwang Song Han,79,65,49,71,27,49,67
8350,Niklas Backman,58,53,51,52,65,69,67
8351,Robert Skov,75,65,64,67,28,57,67
8352,Adriano Davi Junqueiras Duarte,73,72,52,62,27,64,67
8353,Bartłomiej Pawłowski,83,60,60,71,22,57,67
8354,Dimitri Mohamed,76,55,63,63,64,69,67
8355,Serdar Özkan,76,64,64,71,29,53,67
8356,Jesús Murillo,84,37,50,60,66,72,67
8357,Daniel Imperiale,60,58,59,63,63,72,67
8358,Hassan Kadish Mahbub,77,43,57,61,63,75,67
8359,Fankaty Dabo,72,45,53,60,65,75,67
8360,Sander Svendsen,73,66,61,69,35,57,67
8361,Diego Poyet,58,44,59,58,63,68,67
8362,Joris Kayembe,81,55,60,72,35,65,67
8363,Michele Castagnetti,65,54,60,60,64,72,67
8364,Yuri Oliveira Ribeiro,76,37,56,69,61,66,67
8365,Andrea Rossi,79,40,58,61,62,62,67
8366,Jared Jeffrey,66,58,59,63,66,70,67
8367,Mike Grella,63,63,59,72,46,69,67
8368,Ivan Lanni,73,62,55,70,44,61,67
8369,Paweł Dawidowicz,66,46,61,59,65,74,67
8370,Piqueti Djassi Brito Silva,87,62,56,72,27,59,67
8371,Fabian Kalig,65,42,45,51,67,69,67
8372,Alexandr Pavlenko,66,61,67,71,39,52,67
8373,Chris Cadden,76,53,63,67,47,71,67
8374,Đorđe Čotra,69,47,49,55,67,78,67
8375,Miguel Alberto García Díaz,75,58,62,68,61,62,67
8376,Dominique Badji,81,62,47,65,35,73,67
8377,Maximilian Wöber,69,38,57,54,66,73,67
8378,Lalas Abubakar,64,32,50,47,65,75,67
8379,Eduardo da Silva Neto,70,53,57,58,67,82,67
8380,Fabrice N'Sakala,84,45,66,73,58,72,67
8381,Igor Rossi Branco,57,29,51,52,66,72,67
8382,Carlos Robles,57,48,60,56,64,73,67
8383,Mustafa Akbaş,51,52,55,59,66,73,67
8384,Ezequiel Quejeda,65,63,61,77,44,64,67
8385,Hiroyuki Abe,77,60,64,69,31,54,67
8386,Hal Robson-Kanu,71,67,60,68,37,72,67
8387,Anthony Syhre,64,27,30,35,67,76,67
8388,Diego Bantelicia,66,68,63,72,48,64,67
8389,Mauro Cejas,67,67,66,68,39,71,67
8390,Chris Maguire,74,68,65,69,37,71,67
8391,Demar Phillips,79,53,57,65,67,65,67
8392,Tony Beltran,76,54,61,66,66,63,67
8393,Bryan Pelé,76,55,64,73,36,45,67
8394,Tom Lockyer,70,34,55,55,64,78,67
8395,Leonardo Saldaña,85,45,56,62,62,54,67
8396,Gary Roberts,52,65,68,69,29,61,67
8397,Kyle Bennett,83,59,58,72,35,53,67
8398,Thom Haye,65,56,73,72,59,55,67
8399,Anton Ferdinand,61,41,53,52,67,70,67
8400,Jason Steele,70,63,70,65,35,69,67
8401,Alberto Noguera Ripoll,72,54,65,68,38,41,67
8402,Paulo Ferrari,75,53,62,68,64,63,67
8403,Pa Konate,75,40,59,63,63,58,67
8404,Valtteri Moren,35,28,43,43,68,70,67
8405,Loïc Nestor,64,40,54,49,66,73,67
8406,Patrick Nyarko,84,61,58,70,53,56,67
8407,Steven Lewerenz,80,60,60,67,26,59,67
8408,Per Frick,76,63,56,60,32,82,67
8409,Rhoys Wiggins,59,42,57,62,69,69,67
8410,James Wilson,68,45,56,59,65,72,67
8411,Miroslav Lobantsev,69,61,64,70,48,68,67
8412,Daniel Romera Andújar,79,69,52,70,22,61,67
8413,Ulisses Garcia,74,31,53,68,62,73,67
8414,Maximilian Wittek,77,62,61,69,61,66,67
8415,Rafik Zekhnini,90,61,53,70,27,49,67
8416,Julian Gressel,70,63,64,65,59,75,67
8417,Jay O'Shea,67,67,63,69,31,62,67
8418,Nicolas Hasler,72,45,62,67,62,69,67
8419,Marius Wolf,85,59,56,69,31,64,67
8420,Kohei Shimizu,81,60,61,68,45,57,67
8421,Mamadou Fall,82,63,60,69,25,68,67
8422,Maximiliano Correa,60,65,65,62,59,65,67
8423,Erik Friberg,45,57,69,61,49,71,67
8424,Damian Kądzior,79,60,63,68,44,62,67
8425,Francesco Stanco,63,64,46,59,34,74,67
8426,Jesper Nyholm,81,45,53,67,66,69,67
8427,Carlos Bejarano,72,62,59,70,56,61,67
8428,Mohamed Kanno,74,62,64,68,60,78,67
8429,Daigo Nishi,54,48,62,61,64,75,67
8430,Fernando Manuel Ferreira Fonseca,69,41,54,65,66,69,67
8431,Marcelo Emanuel Morais Silva,63,66,62,75,42,68,67
8432,Kevin Begois,64,66,65,65,46,71,67
8433,Karim Azamoum,60,56,70,66,48,63,67
8434,Felix Müller,79,54,61,69,59,67,67
8435,Alex Gilbey,77,61,63,64,63,76,67
8436,Shun Nagasawa,52,69,48,63,27,65,67
8437,Sung Hwan Kim,67,61,65,67,64,80,67
8438,Matteo Tosetti,79,52,63,68,32,55,67
8439,Mohamed Benyettou,74,66,47,62,18,73,67
8440,Ryota Nagaki,53,54,67,62,64,68,67
8441,Dario Vidošić,74,66,68,67,48,65,67
8442,Orhan Şam,67,38,56,64,67,67,67
8443,Simon Dawkins,68,60,63,72,39,62,67
8444,Fabio Concas,84,55,60,72,47,70,67
8445,Jorge Santos Silva,75,66,57,63,30,66,67
8446,Jalil Anibaba,65,44,55,55,67,72,67
8447,Kento Misao,73,42,63,66,64,70,67
8448,Saud Kariri,55,55,66,63,64,75,67
8449,Sérgio Filipe da Silva Barge,70,52,61,67,63,70,67
8450,Tom Weilandt,71,61,62,73,36,57,67
8451,Clint Irwin,68,67,65,66,46,67,67
8452,César Falletti,88,56,61,71,17,60,67
8453,Marco Wölfli,73,55,75,69,52,64,67
8454,Juan Patiño,53,24,46,47,68,70,67
8455,Ryota Moriwaki,63,45,47,56,67,70,67
8456,Marek Štěch,66,67,64,72,36,68,67
8457,Mikael Dyrestam,69,34,58,63,65,73,67
8458,Florian Trinks,69,61,66,69,36,68,67
8459,Andreas Ludwig,71,64,67,68,52,68,67
8460,John Hernández,70,58,62,66,65,71,67
8461,Lasha Dvali,57,32,40,38,68,74,67
8462,Syarhey Krivets,67,62,67,70,49,56,67
8463,Will Keane,73,66,55,68,34,61,67
8464,Kristoffer Haugen,74,58,64,64,62,70,67
8465,Cristian Restrepo,65,56,63,60,64,66,67
8466,Joël Drommel,72,65,63,65,43,61,67
8467,Atsutaka Nakamura,65,55,64,74,27,50,67
8468,Charalampos Kyriakou,60,46,66,63,62,63,67
8469,Guy Michel Landel,78,58,62,67,66,58,67
8470,Adam Lundqvist,77,53,65,64,61,58,67
8471,Atila Turan,76,58,65,71,56,71,67
8472,Patrick Mullins,65,66,42,62,22,70,67
8473,Kentaro Moriya,71,59,59,73,31,58,67
8474,Erik Israelsson,58,67,62,62,59,82,67
8475,Michael Boxall,65,42,58,57,62,76,67
